Data_Hora,LBA10CP001,LBA10CP951A,LBA10CF001A,LBA10CF001B,LAB60CT002,LAB60CT003,LBA10CF901,JEA10CL901,LAB60CF901,LAB60CF001A,LAB60CF001B
27/07/2022 13:18:00,67.6098,67.73146,436.31406,437.46866,210.4126,210.7307,0.00,12.22891,0.00,1.4553,1.780939863
27/07/2022 13:24:00,67.28867,67.42065,435.22961,436.22202,210.32701,210.64532,0.00,12.21895,0.00,1.55925,1.995360507
27/07/2022 13:30:00,68.05244,68.18473,433.78366,435.28702,210.541,210.81606,0.00,12.21398,0.00,1.35135,1.583371111
27/07/2022 13:36:00,67.63584,67.74441,434.35172,435.85843,210.4126,210.7307,0.00,12.23202,0.00,1.61123,2.529640442
27/07/2022 13:42:00,67.34943,67.47245,434.97141,436.01425,210.36981,210.68802,0.00,12.21771,0.00,1.4553,2.409478629
27/07/2022 13:48:00,67.76602,67.91277,436.6239,437.9881,210.4126,210.68802,0.00,12.20838,0.00,1.55925,0.917804634
27/07/2022 13:54:00,67.85281,67.99047,435.69437,436.94925,210.4126,210.7307,0.00,12.21771,0.00,1.55925,2.219734127
27/07/2022 14:00:00,67.51433,67.65376,436.21078,437.31284,210.36981,210.64532,0.00,12.21709,0.00,1.55925,1.690401858
27/07/2022 14:06:00,67.30603,67.4077,435.07468,435.85843,210.36981,210.64532,0.00,12.23948,0.00,1.61123,1.832356606
27/07/2022 14:12:00,68.02639,68.14588,433.88693,435.33896,210.541,210.85875,0.00,12.22393,0.00,1.61123,2.340032099
27/07/2022 14:18:00,67.61848,67.74441,435.43616,436.53366,210.4126,210.7307,0.00,12.2034,0.00,1.55925,2.373668396
27/07/2022 14:24:00,67.32339,67.4854,433.8353,434.92343,210.32701,210.62399,0.00,12.21149,0.00,1.50728,1.147267691
27/07/2022 14:30:00,68.13055,68.24948,435.43616,436.3259,210.32701,210.60265,0.00,12.19594,0.00,1.55925,2.172201821
27/07/2022 14:36:00,67.66187,67.83507,433.8353,434.87149,210.36981,210.68802,0.00,12.21273,0.00,1.4553,1.952071838
27/07/2022 14:42:00,67.42754,67.57606,444.78317,446.14325,210.79779,211.07217,0.00,12.20465,0.00,1.4553,0.956538933
27/07/2022 14:48:00,66.88944,67.05804,454.90479,455.96057,211.46114,211.79779,0.00,12.23077,0.00,1.55925,1.678464975
27/07/2022 14:54:00,65.9955,66.12559,461.41156,462.66129,212.31709,212.60878,0.00,12.21833,0.00,1.55925,1.843811661
27/07/2022 15:00:00,66.60303,66.74722,461.92795,463.33655,212.44548,212.7155,0.00,12.22642,0.00,1.55925,1.287306301
27/07/2022 15:06:00,66.19512,66.33279,462.08286,463.64822,212.44548,212.7155,0.00,12.22269,0.00,1.55925,1.096416417
27/07/2022 15:12:00,66.42945,66.55296,464.92313,465.88177,212.70226,213.01428,0.00,12.22393,0.00,1.50728,0.791541846
27/07/2022 15:18:00,65.61362,65.72412,469.26099,470.24506,212.80927,213.09966,0.00,12.23139,0.00,1.2474,1.590088565
27/07/2022 15:24:00,65.54419,65.68527,466.05923,467.18039,212.74506,213.01428,0.00,12.22642,0.00,1.4553,1.038006419
27/07/2022 15:30:00,66.22115,66.37165,470.13885,471.07614,212.76645,213.05698,0.00,12.209,0.00,1.50728,1.021379479
27/07/2022 15:36:00,66.03021,66.20329,469.98395,470.7645,212.89485,213.18501,0.00,12.209,0.00,1.50728,1.16128864
27/07/2022 15:42:00,66.19512,66.3587,469.98395,470.86838,212.98045,213.31306,0.00,12.20216,0.00,1.50728,1.218105357
27/07/2022 15:48:00,65.73513,65.89248,469.00275,470.19312,212.93765,213.22771,0.00,12.21771,0.00,1.50728,1.866900977
27/07/2022 15:54:00,65.90002,66.03493,470.60364,471.80334,213.02324,213.31306,0.00,12.22642,0.00,1.61123,1.042783284
27/07/2022 16:00:00,66.03889,66.21625,468.58963,469.62173,213.10884,213.39845,0.00,12.23139,0.00,1.55925,1.215330245
27/07/2022 16:06:00,65.47475,65.65937,468.95111,470.03726,213.02324,213.31306,0.00,12.23388,0.00,1.55925,1.662919671
27/07/2022 16:12:00,65.86531,66.02199,470.96512,472.58252,213.02324,213.35576,0.00,12.21522,0.00,1.50728,0.969213362
27/07/2022 16:18:00,66.13436,66.26804,470.19049,471.18002,213.06604,213.35576,0.00,12.22828,0.00,1.61123,1.553930838
27/07/2022 16:24:00,65.70909,65.85363,471.79135,472.84222,213.06604,213.35576,0.00,12.23699,0.00,1.55925,1.14266607
27/07/2022 16:30:00,65.80456,65.94428,470.4487,471.90723,213.06604,213.39845,0.00,12.23326,0.00,1.50728,1.916521018
27/07/2022 16:36:00,66.16908,66.31985,469.57083,470.34894,213.10884,213.39845,0.00,12.22642,0.00,1.55925,1.018037558
27/07/2022 16:42:00,65.80456,65.95723,471.27496,472.32281,213.06604,213.39845,0.00,12.21646,0.00,1.61123,0.942948481
27/07/2022 16:48:00,65.44003,65.65937,471.68808,472.79028,213.15163,213.48381,0.00,12.21336,0.00,1.55925,0.663098435
